person_name,user_name,email,personal_number,birth_date,address,phone,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic,unique_id
Florentin Albu,florentinalbu,florentinalbu@acasa.ro,8151002452891,1986-12-14,"Intrarea Pușcașu Nr. 346 Bl. 46  Sc. 61 Ap. 194, Rucar, 691641",0788 670 640,6c:8c:33:96:db:77,204.24.7.134,RO16FEMA6858760752462692,2025-07-02 13:11:30,6156,445,592,729225,cbecf879-b8ca-4abe-a619-00699e9fca50
Livia Diaconu,liviadiaconu,liviadiaconu@kappa.ro,4030807141372,2022-06-15,"Soseaua Fabia Suciu Nr. 209, Valea Caselor (Dragasani), 655591",0245 687 265,6e:85:b5:47:46:44,197.10.243.122,RO93RNDS9665225695482294,2025-07-02 13:11:30,23388,993,705,535036,adca21b2-881b-4986-bf2a-b8e0b4c9a996
Amelia Suciu,ameliasuciu,ameliasuciu@141.ro,3990215186201,1952-06-28,"Intrarea Monalisa Tudor Nr. 19 Bl. 37  Sc. 13 Ap. 986, Tomesti, 866955",0785 342 687,6c:aa:e4:97:44:0d,68.155.138.119,RO03WSYK5959657943138754,2025-07-02 13:11:30,919,269,253,895828,b275715e-d38c-4aba-8bd0-6380d410a876
Jenel Manole,jenelmanole,jenelmanole@gmail.com,4140131270499,1951-08-23,"Soseaua Bebe Ionescu Nr. 61 Bl. 22  Sc. 89 Ap. 492, Gaesti, 862900",0763 770 373,a2:bb:9e:2d:05:5f,29.14.116.178,RO46LBFG9381890604007553,2025-07-02 13:11:30,7558,10,499,1424860,44fd96e1-7627-4cf6-8ed7-51367e8af841
Beniamin Ionescu,beniaminionescu,beniaminionescu@141.ro,4390527211971,2008-09-13,"Strada Suciu Nr. 388 Bl. 64  Sc. 24 Ap. 647, Salonta, 867336",0264 580 149,00:f8:8d:85:96:fb,65.19.185.74,RO97SLBV9109149396915582,2025-07-02 13:11:30,23136,596,466,35390,6aae8cfb-ae23-40eb-ad7d-ad5b73abce0b
Eusebia Nistor,eusebianistor,eusebianistor@gmail.com,1600814353722,2018-06-28,"Strada Cristea Nr. 70, Moldova Veche, 894266",0768 848 006,b6:3f:84:68:87:3f,7.76.131.186,RO67CZDA8609638035492716,2025-07-02 13:11:30,4220,84,657,200866,cb3ffcfc-3403-4951-9a90-d88c804f5f50
Speranța Pop,speranțapop,speranțapop@141.ro,2590618384833,1975-11-08,"Drumul Albu Nr. 96 Bl. 91  Sc. 79 Ap. 507, Pancota, 337295",0722 137 001,b8:d7:10:f6:eb:85,115.92.38.255,RO07YFCJ3028420549563315,2025-07-02 13:11:30,23986,134,346,1623216,eca61ea3-cbc8-4418-9dc3-c2e9a26e28fe
Nicușor Dobre,nicușordobre,nicușordobre@kappa.ro,5391104253965,2004-10-17,"Intrarea Suciu Nr. 718, Brasov, 421136",0245 196 861,78:62:2c:a6:cb:e7,177.253.167.212,RO67HVOO5336170943272923,2025-07-02 13:11:30,22803,855,29,1266777,a2e40cbf-aa36-4c7d-b157-51d525168368
Rafila Preda,rafilapreda,rafilapreda@email.ro,1350411247292,1910-08-01,"Intrarea George Georgescu, Roseti, 127349",0739 702 987,f6:da:6b:cb:6a:11,168.178.125.90,RO62BHSY7013926794954251,2025-07-02 13:11:30,31044,326,177,123023,f05ded0a-5251-466e-933f-e90bd6cdd502
Petre Ardelean,petreardelean,petreardelean@post.ro,5140116045213,1995-11-13,"Soseaua Tabacu Nr. 60 Bl. 79  Sc. 18 Ap. 653, Buhusi, 309445",0256 295 538,6e:aa:0c:35:40:2a,113.188.60.105,RO44QIGL9566357657815021,2025-07-02 13:11:30,25463,363,365,569442,4df5f2db-ba86-4ed9-b3a4-e0b5563008a2
Aurelian Dobre,aureliandobre,aureliandobre@141.ro,8031203159740,1954-11-07,"Drumul Ardelean Nr. 72 Bl. 56  Sc. 57 Ap. 330, Maieru, 245341",0242 219 550,ee:ff:5d:d2:db:e8,209.29.230.75,RO58EQEF0140984100588640,2025-07-02 13:11:30,31208,103,278,829650,6e6f8cd1-8d2a-404b-87f3-fb1bfd06954e
Adi Dochioiu,adidochioiu,adidochioiu@kappa.ro,2220103372291,1980-04-26,"Bulevardul Aurelian Florea Nr. 98 Bl. 92  Sc. 93 Ap. 932, Maieru, 566079",0729 047 376,10:b2:78:dd:b6:f8,80.66.151.94,RO10NRDO5366268109310895,2025-07-02 13:11:30,29,452,55,774790,c3187e7f-bd10-45c3-86a0-24b4ba98ce65
Erica Tabacu,ericatabacu,ericatabacu@acasa.ro,3251207451134,1930-12-28,"Intrarea Caius Eftimie Nr. 134 Bl. 67  Sc. 94 Ap. 148, Insuratei, 843458",0723 869 565,a0:fe:b9:aa:f0:18,88.122.207.171,RO42APND9884101929857121,2025-07-02 13:11:30,6956,545,783,426857,fff8b142-0f0c-4fee-84b4-ec24fe2cc317
Mugurel Dumitrescu,mugureldumitrescu,mugureldumitrescu@email.ro,8050329422228,1919-08-24,"Intrarea Diaconu, Turnu Magurele, 292672",0747 046 740,b8:79:53:5e:32:75,94.194.157.116,RO35TGPJ8445806785857143,2025-07-02 13:11:30,24917,602,183,1212548,ec1169a4-22ac-4458-b6bb-3e3057a91e2f
Cristofor Tudor,cristofortudor,cristofortudor@acasa.ro,3001208255051,1946-07-04,"Strada Diaconescu, Vladimirescu, 200379",0752 556 004,a0:d6:94:7d:0c:f1,130.173.238.242,RO59GYGN0529846636376597,2025-07-02 13:11:30,12009,583,694,287822,76785ab5-8cf7-4c0f-88c2-6e018f70ea70
Ladislau Mocanu,ladislaumocanu,ladislaumocanu@141.ro,8460109244804,1912-11-06,"Intrarea Diaconu, Harlau, 496410",0758 139 010,c6:bf:1d:48:4c:0f,2.34.59.164,RO49DSBN2270129681954727,2025-07-02 13:11:30,13744,34,502,913732,7decacdf-4426-4874-8708-9aba0fbaea64
Pompilia Mazilescu,pompiliamazilescu,pompiliamazilescu@gmail.com,4670826287851,1971-12-28,"Strada Sonia Mocanu, Mihail Kogalniceanu, 358361",0768 479 385,fc:bf:6e:56:6b:18,192.83.187.77,RO91RZFU7548556560437094,2025-07-02 13:11:30,30929,448,717,258181,f270980b-8c60-490e-802a-9b5a580bb7e6
Romanița Mocanu,romanițamocanu,romanițamocanu@141.ro,4230212073798,2003-05-09,"Strada Cristea Nr. 228 Bl. 59  Sc. 49 Ap. 189, Busteni, 447753",0746 709 381,80:7d:15:78:18:fb,78.85.221.183,RO58CBBU8860198550332596,2025-07-02 13:11:30,4902,992,246,1105491,ba2af9c6-1eef-4b1c-9bff-56e6cc606653
Aurora Florea,auroraflorea,auroraflorea@zzup.ro,3450320052645,1986-07-12,"Aleea Amedeu Tomescu Nr. 163, Targoviste, 636746",0720 581 285,62:86:87:e3:53:47,39.172.224.115,RO18RSAN5618688763268018,2025-07-02 13:11:30,3810,725,150,1916809,c488390c-5970-4e2d-9bf2-fd44f8320c56
Ariana Dumitrescu,arianadumitrescu,arianadumitrescu@gmail.com,1680230428744,1991-12-29,"Drumul Nemeș Nr. 82 Bl. 71  Sc. 54 Ap. 977, Odorheiu Secuiesc, 685163",0760 370 537,12:52:8f:b1:5e:5d,28.167.123.73,RO04SSPP9028106336327423,2025-07-02 13:11:30,1942,886,27,1101181,46ad66ac-441e-4515-b38d-7a847a99c025
Tudorița Dumitrescu,tudorițadumitrescu,tudorițadumitrescu@141.ro,6080621097828,1931-10-11,"Strada Aanei, Jilava, 163172",0726 233 071,8a:eb:06:9c:41:13,38.139.231.229,RO19DTFA5431805220835654,2025-07-02 13:11:30,22696,681,768,919361,325fc3fb-ef7f-46be-9464-a65a02dc1d4c
Anghelina Ardelean,anghelinaardelean,anghelinaardelean@zzup.ro,5180614325592,1958-05-17,"Strada Gheorghiu Nr. 850 Bl. 25  Sc. 63 Ap. 986, Urlati, 939257",0784 392 766,e8:f0:eb:97:f0:8e,35.136.151.227,RO11NPNB6298365794879157,2025-07-02 13:11:30,31206,891,90,1443093,e5b20901-4f86-4b4b-bc4a-49faa1512ba6
Tania Ababei,taniaababei,taniaababei@post.ro,6301023065484,1928-02-03,"Strada Nicolae Dochioiu Nr. 69 Bl. 85  Sc. 47 Ap. 205, Hunedoara, 792768",0737 483 308,84:73:38:9e:65:0f,26.253.172.215,RO65ADXZ2410840021045698,2025-07-02 13:11:30,8685,624,274,1065831,7abff1a6-583d-4027-9895-9ff08eb7fdc5
Emanuela Preda,emanuelapreda,emanuelapreda@zzup.ro,8261208080232,1954-04-05,"Drumul Manole, Oradea, 556123",0729 247 713,c2:46:21:b4:fe:99,208.82.36.12,RO11KHBG6309413508183737,2025-07-02 13:11:30,15751,942,684,207816,6fbf07fc-a205-48cd-ba04-530632a9770c
Alida Stănescu,alidastănescu,alidastănescu@zzup.ro,8331029146480,1938-06-24,"Aleea Suciu Nr. 950 Bl. 96  Sc. 42 Ap. 565, Vatra Dornei, 189603",0727 021 481,a0:44:da:38:ac:68,11.58.162.129,RO31ZRIU8860253418833318,2025-07-02 13:11:30,8512,986,491,347239,d33e5a6f-b83c-4d8f-aca1-62f41a6b9cf7
Marinela Dumitrescu,marineladumitrescu,marineladumitrescu@acasa.ro,7151005312480,1985-08-20,"Soseaua Georgescu, Greci, 473859",0749 501 741,f8:e7:88:f9:83:bc,21.210.29.52,RO46MRAM8168197741644405,2025-07-02 13:11:30,19065,687,514,56166,c2dbd2a4-9f52-4056-9b17-2fd44bd86850
Matilda Diaconu,matildadiaconu,matildadiaconu@141.ro,1800327160811,1995-08-17,"Drumul Lioara Cristea, Cluj-Napoca, 276674",0244 225 098,34:03:22:41:1e:83,157.46.223.164,RO41ZTSH1038329525796973,2025-07-02 13:11:30,19242,590,410,1341621,7bb167cc-ba3f-4cb2-b5a0-349c0c88756f
Iuliana Nemeș,iuliananemeș,iuliananemeș@gmail.com,1560328121454,1973-06-10,"Aleea Niță Nr. 663, Targu Frumos, 855208",0744 451 728,2e:27:a7:02:cc:ef,207.97.40.3,RO17CRIZ3547133873395305,2025-07-02 13:11:30,9566,980,715,1898382,4a2bb3e2-1967-46d1-9f6c-fc06585688c2
Achim Nistor,achimnistor,achimnistor@post.ro,7760825249304,1998-08-08,"Intrarea Sabin Mocanu Nr. 47 Bl. 90  Sc. 90 Ap. 655, Magurele, 679613",0756 056 683,ac:37:1c:62:51:14,179.227.154.205,RO68BYYY8088762836198064,2025-07-02 13:11:30,21294,65,277,413869,531c3a0c-9b57-41db-91fa-6d338b4d2413
Iridenta Marin,iridentamarin,iridentamarin@email.ro,3361206354620,1994-02-04,"Intrarea Diaconu Nr. 61 Bl. 98  Sc. 28 Ap. 735, Borcea, 249570",0729 218 915,76:3a:8d:b5:76:b3,85.144.22.145,RO82LHPL1792775306814258,2025-07-02 13:11:30,33919,344,637,1423646,99b5f8c5-1cd5-41be-aea4-aceba7b6cb08
Jenel Popa,jenelpopa,jenelpopa@gmail.com,6670203268720,1978-03-01,"Aleea Oprea Nr. 661, Valea Mare (Negresti), 248472",0244 278 561,92:d3:5a:13:cd:de,180.99.245.160,RO30DVDO8754642377757461,2025-07-02 13:11:30,35995,974,244,1177194,d149cfec-0940-4506-9f09-155a67fcc070
Cornel Preda,cornelpreda,cornelpreda@zzup.ro,7601122143001,1947-03-12,"Aleea Eftimie Nr. 53, Giarmata, 315410",0242 946 098,50:d2:5f:ca:62:57,111.41.146.236,RO78FKPR5805936636846690,2025-07-02 13:11:30,29874,800,190,1819761,7415f2bb-2da9-41da-9ab0-051a61cfb2e5
Lili Oprea,lilioprea,lilioprea@email.ro,1700911140298,1934-07-28,"Intrarea Gică Mazilescu Nr. 110 Bl. 67  Sc. 18 Ap. 558, Matca, 282243",0746 530 402,ec:77:d3:15:ac:30,169.189.199.81,RO55XMJL3777208906891295,2025-07-02 13:11:30,27753,76,354,648508,77be60e6-ecb5-422a-ae9e-a757573c7b8c
Beniamin Dumitrescu,beniamindumitrescu,beniamindumitrescu@post.ro,1080922243369,1991-03-25,"Drumul Viorel Popa, Chitila, 433795",0234 181 968,06:2f:8f:e6:c2:c9,141.243.111.26,RO35BJSW2255538695953758,2025-07-02 13:11:30,2192,351,24,580290,bdf80fee-75a7-4310-bac0-96df323a8dde
Smaranda Marin,smarandamarin,smarandamarin@email.ro,8200911445451,1968-09-05,"Bulevardul Rafael Ene Nr. 78, Comanesti, 554114",0260 819 518,ee:a1:c8:4e:2f:e5,7.150.251.21,RO98ORXO2814043678562805,2025-07-02 13:11:30,21539,13,93,804800,94cece74-bbeb-496d-b5de-1972a9d1805e
Victor Cristea,victorcristea,victorcristea@zzup.ro,6531111399487,1923-01-09,"Intrarea Leontin Oprea, Saveni, 617065",0753 361 457,6e:93:61:f7:53:c7,180.6.242.196,RO51XBZN5027364221794559,2025-07-02 13:11:30,25117,327,698,5817,1d811d87-a19c-4968-93f8-a135fed6fb41
Minodora Dobre,minodoradobre,minodoradobre@email.ro,6700518320851,1986-03-15,"Intrarea Ionescu Nr. 16, Valenii de Munte, 601692",0732 977 249,54:83:85:81:e0:e1,17.105.30.112,RO59VQUZ3364834982830867,2025-07-02 13:11:30,27514,910,689,1613978,9b994a9b-cfa8-4238-af7f-dbff26a3b695
Sonia Ababei,soniaababei,soniaababei@141.ro,7130307110452,2010-05-29,"Intrarea Pușcașu Nr. 691, Dragu-Brad, 737456",0771 598 428,54:9f:99:52:8f:9f,118.8.4.95,RO96STYF6690971243278647,2025-07-02 13:11:30,16765,716,92,453373,cd1ab842-c2db-4b25-a30b-09b4978b552d
Grațiela Suciu,grațielasuciu,grațielasuciu@zzup.ro,8390321117445,1921-06-09,"Strada Pop, Huedin, 858488",0744 327 640,ac:9f:fc:3e:45:91,58.98.42.32,RO63CQYH6546494408039418,2025-07-02 13:11:30,16096,238,449,500418,a9ac8096-7101-4283-a5e3-36d0e0147d26
Dorin Mocanu,dorinmocanu,dorinmocanu@acasa.ro,1740424065244,1992-07-23,"Drumul Ababei Nr. 27 Bl. 12  Sc. 49 Ap. 928, Miercurea-Ciuc, 920414",0231 454 080,a2:5c:74:31:19:88,119.127.67.5,RO08TOYM8437604462013403,2025-07-02 13:11:30,31740,697,112,1614016,feb993f3-f62d-44e7-aad5-c9a68446241f
Georgeta Pușcașu,georgetapușcașu,georgetapușcașu@acasa.ro,5061108245264,1914-09-09,"Strada Demetra Popescu Nr. 79, Navodari, 952983",0747 392 848,c8:3e:e9:a7:74:76,42.93.133.122,RO46LGAI6869297627205224,2025-07-02 13:11:30,23246,463,583,957913,3b8bcc67-db37-4466-8883-d3fe76c26fb0
Teohari Toma,teoharitoma,teoharitoma@kappa.ro,5200206186763,1960-08-17,"Drumul Toma Nr. 61, Matca, 847221",0760 317 271,54:a3:ce:51:cc:f6,95.92.96.22,RO07UTSY6669813371014025,2025-07-02 13:11:30,28142,630,316,1178475,ad9ccf31-9a31-498c-8bcb-56c8a9fdf504
Mona Tabacu,monatabacu,monatabacu@gmail.com,2990512282718,1940-09-06,"Bulevardul Gheorghiu Nr. 66, Babadag, 534023",0728 125 420,6c:a1:dc:65:61:76,91.108.111.116,RO09RQAR2702988582598879,2025-07-02 13:11:30,24463,153,771,292238,3cd67bd3-2e82-4679-a797-4e3f91781cb7
Rafila Dobre,rafiladobre,rafiladobre@email.ro,5990221152874,1971-04-25,"Bulevardul Stoica Nr. 592, Buftea, 348975",0266 649 224,cc:8a:a5:23:3d:45,217.44.148.13,RO61TPQK9842446886665162,2025-07-02 13:11:30,2138,875,164,1965609,2527bdf4-4996-4c1b-a4e8-23be9bd689b1
Luana Diaconescu,luanadiaconescu,luanadiaconescu@post.ro,5090404061610,2016-05-14,"Intrarea Horea Stancu Nr. 38, Sangeorgiu de Mures, 939562",0747 174 612,8c:0b:33:8d:7c:81,63.24.125.79,RO11DGSV4249816304234541,2025-07-02 13:11:30,30133,368,680,1115318,4267baa2-f114-4487-9f29-748aa620d691
Ozana Voinea,ozanavoinea,ozanavoinea@email.ro,4861026250562,1974-05-13,"Aleea Haralamb Tudor Nr. 43 Bl. 50  Sc. 16 Ap. 339, Maieru, 463655",0239 569 709,00:a3:9d:12:eb:61,133.140.63.55,RO69TFES8976630698869460,2025-07-02 13:11:30,15174,386,11,1012163,eb6b6ca4-d421-4c1b-99ee-1d7b004c591f
Despina Dobre,despinadobre,despinadobre@email.ro,2400124061115,1957-09-27,"Drumul Pop Nr. 762 Bl. 25  Sc. 77 Ap. 805, Dumbraveni, 922955",0727 668 611,3a:b5:6d:b6:82:6c,113.170.161.147,RO93IWOF9871755788666683,2025-07-02 13:11:30,31029,440,567,1511885,db757000-3577-476b-8224-06e395364674
Amedeu Pușcașu,amedeupușcașu,amedeupușcașu@acasa.ro,5330718389362,1983-03-21,"Aleea Suciu, Cudalbi, 875508",0251 677 036,44:c5:74:79:0b:17,81.204.210.211,RO46NNAK3885884593627348,2025-07-02 13:11:30,25464,575,369,147409,d678bd0a-0536-4b3c-826f-7dd2913b4a76
Coralia Manole,coraliamanole,coraliamanole@email.ro,5201010093894,1916-02-11,"Soseaua Jana Stancu, Valenii de Munte, 842199",0735 118 255,f2:11:aa:63:ce:22,220.12.146.110,RO85CNGO6964172046942719,2025-07-02 13:11:30,7008,704,368,1777447,0f193e10-d120-4863-a5ab-005c34744cb3
Dorinel Tudor,dorineltudor,dorineltudor@141.ro,4770922416742,1912-02-15,"Drumul Popescu, Boldesti-Scaeni, 242569",0730 163 475,b6:e9:31:33:c5:59,218.79.58.178,RO47MAGT8226349044680922,2025-07-02 13:11:30,7437,657,150,1614932,bdaaa11d-4fb0-4ba4-9df6-1147e9d6678c
Artemisa Nistor,artemisanistor,artemisanistor@acasa.ro,6930830522157,1910-06-21,"Strada Preda Nr. 776, Galati, 449454",0263 786 124,34:bf:80:37:17:17,15.85.180.229,RO54GLLA7304205322682462,2025-07-02 13:11:30,9858,924,510,1921971,de940b9b-b6c0-4484-9d26-cbef48a69882
Panait Oprea,panaitoprea,panaitoprea@141.ro,1031122069657,1989-06-14,"Strada Adela Popescu, Sangeorz-Bai, 947191",0754 709 364,ae:60:2a:86:e4:c7,166.240.62.101,RO57VLFW5845103699752001,2025-07-02 13:11:30,11954,466,155,1172491,ee029814-6dd1-4984-98b0-1a8c92027f50
Crenguța Tomescu,crenguțatomescu,crenguțatomescu@post.ro,8890620263141,1967-05-27,"Strada Ene Nr. 406 Bl. 81  Sc. 74 Ap. 238, Buzau, 206871",0253 806 120,54:a8:de:6a:b0:f9,117.16.212.199,RO44OYSO6129401489715939,2025-07-02 13:11:30,35944,908,156,40637,1d78af80-0c70-4d01-957c-4ef3b4c0faf0
Ghiță Ioniță,ghițăioniță,ghițăioniță@post.ro,8400831180546,1929-09-25,"Aleea Manole, Oltenita, 498961",0237 282 308,d8:93:53:5d:ed:4c,159.213.27.228,RO20AQTK1630253603823894,2025-07-02 13:11:30,33470,156,401,348813,62875fbb-8322-4dab-8f53-efe68e5bee83
Anișoara Toma,anișoaratoma,anișoaratoma@141.ro,5380804277365,1971-08-10,"Drumul Cristea, Fagaras, 131010",0760 839 833,26:91:f9:d3:7c:2f,44.81.183.222,RO77ANKJ5239574566609335,2025-07-02 13:11:30,1968,121,0,486817,5d61506d-8c28-4081-80c7-b339702c4041
Stela Dumitrescu,steladumitrescu,steladumitrescu@zzup.ro,2661027172503,1993-01-30,"Strada Gina Popescu Nr. 53 Bl. 94  Sc. 45 Ap. 299, Toflea, 554729",0749 679 274,ba:65:fc:34:03:a9,46.92.231.227,RO14EEPT4514606783328670,2025-07-02 13:11:30,31578,936,407,71700,8ce9990f-d88e-4dc9-bcb9-586664c99d3a
Petronela Ene,petronelaene,petronelaene@gmail.com,2200523429150,2011-04-02,"Drumul Florea Nr. 861 Bl. 17  Sc. 20 Ap. 216, Resita, 545886",0739 194 334,32:6e:84:c2:1e:46,128.117.201.175,RO27JQBW9146232946715728,2025-07-02 13:11:30,19821,725,253,303520,bf77c4bc-5f72-41d1-9719-5fe56045082c
Evanghelina Dima,evanghelinadima,evanghelinadima@post.ro,5981224118455,2012-11-10,"Soseaua Popescu Nr. 47, Miercurea-Ciuc, 583254",0232 251 271,72:ee:49:0b:60:0b,185.51.55.126,RO22KJJU8631450748435402,2025-07-02 13:11:30,28374,816,220,1013734,d3e8493a-7e61-4b63-b74e-d28bd51de754
Nicușor Nistor,nicușornistor,nicușornistor@kappa.ro,6820903367130,2017-11-29,"Drumul Dinu, Macin, 968492",0239 808 285,fc:5a:9f:38:42:4f,95.50.141.78,RO54XZEY8866098692491035,2025-07-02 13:11:30,9404,920,519,307924,4b8a282a-c1e2-47ed-8596-adba8b8e1225
Andreea Stan,andreeastan,andreeastan@post.ro,7180919248844,1924-04-19,"Aleea Pop Nr. 901, Sacele, 170627",0262 672 100,5c:9a:2c:f2:29:d9,108.25.156.2,RO32ZPNS9687510572896734,2025-07-02 13:11:30,33036,482,699,1819946,0e32e74c-9846-4905-b1f2-c13a188811da
Iosefina Niță,iosefinaniță,iosefinaniță@kappa.ro,7090513525961,2021-11-19,"Bulevardul Ica Ardelean Nr. 27 Bl. 69  Sc. 48 Ap. 308, Bolintin-Vale, 836443",0727 587 231,f4:01:55:e7:3c:f3,77.254.149.160,RO54EHUN7185539842478712,2025-07-02 13:11:30,13833,678,303,23767,f7fd571e-4150-49e6-afaa-0fd3306f5c7e
Liana Tomescu,lianatomescu,lianatomescu@141.ro,1250827529113,1934-04-10,"Soseaua Eftimie, Negresti-Oas, 664359",0736 558 158,c6:1c:11:bf:4f:d4,203.169.49.172,RO86DFWD4158542658176931,2025-07-02 13:11:30,34837,101,761,945034,a55dd76a-2224-4a76-ba37-e7a7d368ac8b
Cerasela Barbu,ceraselabarbu,ceraselabarbu@gmail.com,6410320140684,2002-06-25,"Bulevardul Dinu Nr. 559 Bl. 43  Sc. 47 Ap. 106, Pitesti, 603705",0236 731 168,ec:48:dc:e8:68:85,123.144.97.222,RO77BWBR1651151164470408,2025-07-02 13:11:30,14091,305,199,1622269,367e3488-f8c7-4323-81c1-60562c3f4048
Cecilia Dinu,ceciliadinu,ceciliadinu@zzup.ro,6531020370020,1966-02-04,"Soseaua Popescu Nr. 147, Eforie Nord, 401854",0742 669 952,ca:0e:85:c9:53:21,69.102.108.50,RO31WDNJ1311095722951634,2025-07-02 13:11:30,19830,276,293,1395396,09591414-0aef-49a6-bac0-811c7e446af8
Bogdan Stancu,bogdanstancu,bogdanstancu@post.ro,1980425375876,2012-06-06,"Intrarea Ardelean Nr. 298, Campulung, 575851",0739 355 214,1c:77:d2:f8:0b:18,11.138.50.57,RO46URLI3954414392630112,2025-07-02 13:11:30,11235,350,401,641204,fb552d35-02fc-4534-8352-2a91ff48ef7e
Miron Preda,mironpreda,mironpreda@email.ro,4280724316005,1965-01-12,"Aleea Teohari Tomescu Nr. 338, Copsa Mica, 961109",0746 132 242,3c:0f:a9:de:2e:9d,93.178.254.183,RO86EIKR1053828426076186,2025-07-02 13:11:30,14644,252,574,1781982,e1625ba5-5d71-4e00-b061-7479e26766d2
Clarisa Diaconescu,clarisadiaconescu,clarisadiaconescu@zzup.ro,2291228182390,1924-07-01,"Drumul Mazilescu Nr. 98 Bl. 31  Sc. 14 Ap. 560, Alesd, 415689",0784 546 824,00:0c:e2:c6:86:84,47.151.0.201,RO76HPJA4791081315238227,2025-07-02 13:11:30,6815,170,415,858320,004d333e-c4d4-4829-a88c-388b65fce4b8
Iulian Ionescu,iulianionescu,iulianionescu@kappa.ro,7000728103773,2022-09-20,"Drumul Pop Nr. 732 Bl. 10  Sc. 13 Ap. 189, Horodnic de Sus, 616238",0243 861 098,24:99:ef:49:97:0d,26.108.209.222,RO58ZEYA4778491259749785,2025-07-02 13:11:30,9546,26,790,1936731,9132d73c-77e4-4cef-90b9-4636ec33cf63
Crin Preda,crinpreda,crinpreda@acasa.ro,2460911141320,2020-12-08,"Strada Tomescu, Caransebes, 209870",0252 584 375,90:c9:52:bf:96:08,104.165.239.24,RO42FHCV6783046585528466,2025-07-02 13:11:30,28218,551,159,1672764,9a7e0bbd-7ee3-4f64-939a-480b6c369446
Marcel Barbu,marcelbarbu,marcelbarbu@zzup.ro,2060112347021,1936-02-22,"Bulevardul Cristobal Dima Nr. 15 Bl. 80  Sc. 20 Ap. 447, Cernavoda, 745853",0768 564 387,20:39:2a:39:9d:e0,51.200.82.15,RO06EJLW2472048618705958,2025-07-02 13:11:30,6852,112,367,416483,2eb3252d-c4af-4b21-8cd8-12ef6c57d379
Ghiță Dochioiu,ghițădochioiu,ghițădochioiu@kappa.ro,8581204284751,1917-04-26,"Strada Mocanu Nr. 39 Bl. 38  Sc. 57 Ap. 794, Remetea, 160442",0752 198 338,de:d5:d3:43:82:b1,19.190.132.208,RO33XFWV0463915730104669,2025-07-02 13:11:30,33238,736,516,348847,0862197b-4d14-4902-a14d-2f0fe9e5dbf2
Eusebia Diaconescu,eusebiadiaconescu,eusebiadiaconescu@141.ro,1080229421857,1917-03-29,"Aleea Niță Nr. 771 Bl. 32  Sc. 18 Ap. 940, Baile Borsa, 432543",0754 535 486,f6:76:25:b0:f6:6f,222.168.182.171,RO05PWHM6279531739821706,2025-07-02 13:11:30,22549,367,111,926726,e9dfd553-9c30-4c82-99b4-0e116b898f9e
Teohari Dobre,teoharidobre,teoharidobre@email.ro,5190719352228,1961-02-21,"Intrarea Ababei Nr. 970 Bl. 80  Sc. 37 Ap. 440, Bocsa, 183406",0730 868 916,5e:df:94:7c:71:7a,136.100.163.127,RO13JZQS3041874610504270,2025-07-02 13:11:30,18712,748,149,1260170,771dd59f-3d6b-4563-b05b-9a00422b1be5
Sidonia Barbu,sidoniabarbu,sidoniabarbu@141.ro,4800616382219,1952-12-02,"Intrarea Leopoldina Mocanu Nr. 308 Bl. 63  Sc. 36 Ap. 874, Buftea, 327282",0760 137 398,98:aa:6f:37:e4:b8,18.96.112.16,RO97RWNS1770373919032376,2025-07-02 13:11:30,29801,126,753,1704211,546c7ddb-976c-4642-8ab1-e4931d8197d6
Lucreția Ioniță,lucrețiaioniță,lucrețiaioniță@email.ro,7280928290642,1918-08-06,"Strada Despina Cristea Nr. 978, Mangalia, 753539",0780 485 294,40:ec:a5:d6:9d:79,85.11.11.231,RO33QHVZ3552742185184571,2025-07-02 13:11:30,34552,962,380,1674442,e64790b0-8e14-4303-b37b-1a004daf9fd0
Crenguța Dinu,crenguțadinu,crenguțadinu@acasa.ro,3230811226806,1971-09-25,"Bulevardul Marta Ioniță Nr. 46 Bl. 68  Sc. 99 Ap. 386, Urlati, 428697",0757 174 820,00:c7:d4:bb:7e:de,59.238.74.43,RO81LCRE7909347776996200,2025-07-02 13:11:30,19012,505,613,902536,99fe241d-42f2-4fdc-934c-dc06650bc69e
Petre Tomescu,petretomescu,petretomescu@141.ro,1641212267112,1997-03-26,"Aleea Theodor Ene Nr. 433 Bl. 92  Sc. 70 Ap. 122, Motatei, 572707",0738 548 058,38:cf:46:1b:98:07,62.173.117.196,RO74NQFZ2619407445607593,2025-07-02 13:11:30,17012,388,356,1664438,5456741b-535e-4a5e-bb89-b90430ac7983
Georgiana Marin,georgianamarin,georgianamarin@acasa.ro,3851110043272,1960-07-04,"Bulevardul Florea Nr. 92, Modelu, 732156",0758 087 053,c4:6f:99:88:8d:af,178.233.160.171,RO79EGJJ4128685918553325,2025-07-02 13:11:30,2645,661,544,1367140,b02a6256-61df-4b5f-a1b6-9f9008cce015
Cezar Ioniță,cezarioniță,cezarioniță@post.ro,5300810059081,1916-07-12,"Drumul Stoica Nr. 18 Bl. 39  Sc. 28 Ap. 470, Poienile de sub Munte, 602862",0252 443 407,e0:8e:f1:0a:3a:12,213.246.229.228,RO39XZTK3768730096901168,2025-07-02 13:11:30,10701,420,647,633582,7cc4d10b-637e-4350-9341-fb2fe9e50177
